stimulus,item,category,rank,logprob,normalized_logprob,params,model
a sledge hammer is a tool.,sledge hammer,tool,43,-259.07844734191895,-32.38480591773987,13546682,google_electra-small-generator
a glue is a tool.,glue,tool,44,-189.8479995727539,-31.641333262125652,13546682,google_electra-small-generator
a paintbrush is a tool.,paintbrush,tool,45,-206.75122451782227,-29.53588921683175,13546682,google_electra-small-generator
a varnish is a tool.,varnish,tool,46,-234.70515251159668,-33.52930750165667,13546682,google_electra-small-generator
an apron is a tool.,apron,tool,47,-198.44209480285645,-33.07368246714274,13546682,google_electra-small-generator
a stapler is a tool.,stapler,tool,48,-209.4915256500244,-29.927360807146346,13546682,google_electra-small-generator
an extension cord is a tool.,extension cord,tool,49,-210.2380542755127,-30.03400775364467,13546682,google_electra-small-generator
a soldering iron is a tool.,soldering iron,tool,50,-266.8254852294922,-33.35318565368652,13546682,google_electra-small-generator
a plaster is a tool.,plaster,tool,51,-208.41377449035645,-34.735629081726074,13546682,google_electra-small-generator
a wheelbarrow is a tool.,wheelbarrow,tool,52,-275.09483528137207,-34.38685441017151,13546682,google_electra-small-generator
an axe is a tool.,axe,tool,53,-206.05735778808594,-34.34289296468099,13546682,google_electra-small-generator
a slide rule is a tool.,slide rule,tool,54,-215.99322891235352,-30.856175558907644,13546682,google_electra-small-generator
a cement is a tool.,cement,tool,55,-189.45944023132324,-31.576573371887207,13546682,google_electra-small-generator
an anvil is a tool.,anvil,tool,56,-185.29052352905273,-26.470074789864675,13546682,google_electra-small-generator
a hatchet is a tool.,hatchet,tool,57,-224.39417457580566,-32.05631065368652,13546682,google_electra-small-generator
rags are tools.,rags,tool,58,-137.73443794250488,-34.43360948562622,13546682,google_electra-small-generator
a scissors is a tool.,scissors,tool,59,-183.5060806274414,-30.584346771240234,13546682,google_electra-small-generator
a crane is a tool.,crane,tool,60,-194.23726654052734,-32.372877756754555,13546682,google_electra-small-generator
orange is a fruit.,orange,fruit,1,-154.77529525756836,-30.955059051513672,13546682,google_electra-small-generator
apple is a fruit.,apple,fruit,2,-163.7023811340332,-32.74047622680664,13546682,google_electra-small-generator
banana is a fruit.,banana,fruit,3,-149.91799354553223,-29.983598709106445,13546682,google_electra-small-generator
peach is a fruit.,peach,fruit,4,-159.28709411621094,-31.857418823242188,13546682,google_electra-small-generator
pear is a fruit.,pear,fruit,5,-157.40106201171875,-31.48021240234375,13546682,google_electra-small-generator
apricot is a fruit.,apricot,fruit,6,-231.19120025634766,-33.02731432233538,13546682,google_electra-small-generator
tangerine is a fruit.,tangerine,fruit,7,-207.40094375610352,-34.566823959350586,13546682,google_electra-small-generator
plum is a fruit.,plum,fruit,8,-151.31399154663086,-30.262798309326172,13546682,google_electra-small-generator
grapes are fruit.,grapes,fruit,9,-133.89929962158203,-33.47482490539551,13546682,google_electra-small-generator
nectarine is a fruit.,nectarine,fruit,10,-197.93028450012207,-32.98838075002035,13546682,google_electra-small-generator
strawberry is a fruit.,strawberry,fruit,11,-159.7171802520752,-31.943436050415038,13546682,google_electra-small-generator
grapefruit is a fruit.,grapefruit,fruit,12,-226.15756607055664,-32.308223724365234,13546682,google_electra-small-generator
berry is a fruit.,berry,fruit,13,-151.60800552368164,-30.321601104736327,13546682,google_electra-small-generator
cherry is a fruit.,cherry,fruit,14,-158.38352584838867,-31.676705169677735,13546682,google_electra-small-generator
pineapple is a fruit.,pineapple,fruit,15,-197.85471725463867,-32.975786209106445,13546682,google_electra-small-generator
blackberry is a fruit.,blackberry,fruit,16,-169.74874114990234,-33.94974822998047,13546682,google_electra-small-generator
melon is a fruit.,melon,fruit,17,-203.19932556152344,-33.866554260253906,13546682,google_electra-small-generator
blueberry is a fruit.,blueberry,fruit,18,-189.49229621887207,-31.58204936981201,13546682,google_electra-small-generator
raspberry is a fruit.,raspberry,fruit,19,-215.48893547058105,-30.784133638654435,13546682,google_electra-small-generator
lemon is a fruit.,lemon,fruit,20,-157.24799728393555,-31.44959945678711,13546682,google_electra-small-generator
black raspberry is a fruit.,black raspberry,fruit,21,-247.26558685302734,-30.908198356628418,13546682,google_electra-small-generator
boysenberry is a fruit.,boysenberry,fruit,22,-227.74991035461426,-32.53570147923061,13546682,google_electra-small-generator
watermelon is a fruit.,watermelon,fruit,23,-232.16065406799316,-33.16580772399902,13546682,google_electra-small-generator
cantaloupe is a fruit.,cantaloupe,fruit,24,-259.17679023742676,-32.397098779678345,13546682,google_electra-small-generator
lime is a fruit.,lime,fruit,25,-150.2368927001953,-30.047378540039062,13546682,google_electra-small-generator
tangelo is a fruit.,tangelo,fruit,26,-210.76527786254883,-35.127546310424805,13546682,google_electra-small-generator
papaya is a fruit.,papaya,fruit,27,-209.67606925964355,-34.946011543273926,13546682,google_electra-small-generator
honeydew is a fruit.,honeydew,fruit,28,-210.5374412536621,-30.07677732195173,13546682,google_electra-small-generator
fig is a fruit.,fig,fruit,29,-147.41764068603516,-29.48352813720703,13546682,google_electra-small-generator
mango is a fruit.,mango,fruit,30,-152.35342597961426,-30.47068519592285,13546682,google_electra-small-generator
guava is a fruit.,guava,fruit,31,-190.85785675048828,-31.809642791748047,13546682,google_electra-small-generator
pomegranate is a fruit.,pomegranate,fruit,32,-246.92710494995117,-30.865888118743896,13546682,google_electra-small-generator
cranberry is a fruit.,cranberry,fruit,33,-208.38809394836426,-29.76972770690918,13546682,google_electra-small-generator
passion fruit is a fruit.,passion fruit,fruit,34,-173.53678703308105,-28.922797838846844,13546682,google_electra-small-generator
prunes are fruit.,prunes,fruit,35,-176.35410118103027,-35.270820236206056,13546682,google_electra-small-generator
gooseberry is a fruit.,gooseberry,fruit,36,-188.0706443786621,-31.345107396443684,13546682,google_electra-small-generator
date is a fruit.,date,fruit,37,-155.1904468536377,-31.03808937072754,13546682,google_electra-small-generator
kumquat is a fruit.,kumquat,fruit,38,-257.2952518463135,-32.161906480789185,13546682,google_electra-small-generator
raisin is a fruit.,raisin,fruit,39,-178.61794471740723,-29.769657452901203,13546682,google_electra-small-generator
muskmelon is a fruit.,muskmelon,fruit,40,-264.76001739501953,-33.09500217437744,13546682,google_electra-small-generator
persimmon is a fruit.,persimmon,fruit,41,-221.59796714782715,-31.65685244968959,13546682,google_electra-small-generator
pawpaw is a fruit.,pawpaw,fruit,42,-223.08413314819336,-31.86916187831334,13546682,google_electra-small-generator
coconut is a fruit.,coconut,fruit,43,-153.19073486328125,-30.63814697265625,13546682,google_electra-small-generator
avocado is a fruit.,avocado,fruit,44,-225.57941055297852,-32.22563007899693,13546682,google_electra-small-generator
pumpkin is a fruit.,pumpkin,fruit,45,-158.28997421264648,-31.6579948425293,13546682,google_electra-small-generator
tomato is a fruit.,tomato,fruit,46,-155.3621768951416,-31.07243537902832,13546682,google_electra-small-generator
nut is a fruit.,nut,fruit,47,-146.98880004882812,-29.397760009765626,13546682,google_electra-small-generator
gourd is a fruit.,gourd,fruit,48,-212.93376350402832,-30.419109072004044,13546682,google_electra-small-generator
olive is a fruit.,olive,fruit,49,-148.05940628051758,-29.611881256103516,13546682,google_electra-small-generator
pickle is a fruit.,pickle,fruit,50,-186.59746932983398,-31.099578221638996,13546682,google_electra-small-generator
squash is a fruit.,squash,fruit,51,-160.38064575195312,-32.07612915039063,13546682,google_electra-small-generator
pants are clothes.,pants,clothing,1,-109.70699119567871,-27.426747798919678,13546682,google_electra-small-generator
a shirt is a type of clothing.,shirt,clothing,2,-221.027437210083,-27.628429651260376,13546682,google_electra-small-generator
dress is a type of clothing.,dress,clothing,3,-181.2476463317871,-25.892520904541016,13546682,google_electra-small-generator
a skirt is a type of clothing.,skirt,clothing,4,-223.51495552062988,-27.939369440078735,13546682,google_electra-small-generator
a blouse is a type of clothing.,blouse,clothing,5,-220.11260795593262,-27.514075994491577,13546682,google_electra-small-generator
a suit is a type of clothing.,suit,clothing,6,-213.51009559631348,-26.688761949539185,13546682,google_electra-small-generator
slacks are clothes.,slacks,clothing,7,-110.3122787475586,-27.57806968688965,13546682,google_electra-small-generator
a jacket is a type of clothing.,jacket,clothing,8,-215.6577911376953,-26.957223892211914,13546682,google_electra-small-generator
a coat is a type of clothing.,coat,clothing,9,-227.0004653930664,-28.3750581741333,13546682,google_electra-small-generator
a sweater is a type of clothing.,sweater,clothing,10,-216.65752792358398,-27.082190990447998,13546682,google_electra-small-generator
a sweatshirt is a type of clothing.,sweatshirt,clothing,11,-217.66907405853271,-27.20863425731659,13546682,google_electra-small-generator
underpants are clothes.,underpants,clothing,12,-157.40000915527344,-31.480001831054686,13546682,google_electra-small-generator
a sports jacket is a type of clothing.,sports jacket,clothing,13,-252.40883445739746,-28.04542605082194,13546682,google_electra-small-generator
a jumper is a type of clothing.,jumper,clothing,14,-223.43683433532715,-27.929604291915894,13546682,google_electra-small-generator
panties are clothes.,panties,clothing,15,-116.54556274414062,-29.136390686035156,13546682,google_electra-small-generator
socks are clothes.,socks,clothing,16,-121.3796157836914,-30.34490394592285,13546682,google_electra-small-generator
a parka is a type of clothing.,parka,clothing,17,-242.11354446411133,-26.901504940456814,13546682,google_electra-small-generator
pajamas are clothes.,pajamas,clothing,18,-121.25882339477539,-30.314705848693848,13546682,google_electra-small-generator
an undershirt is a type of clothing.,undershirt,clothing,19,-291.5095100402832,-29.15095100402832,13546682,google_electra-small-generator
an overcoat is a type of clothing.,overcoat,clothing,20,-269.23540687561035,-29.91504520840115,13546682,google_electra-small-generator
a nightgown is a type of clothing.,nightgown,clothing,21,-290.5770797729492,-29.05770797729492,13546682,google_electra-small-generator
a raincoat is a type of clothing.,raincoat,clothing,22,-279.71081733703613,-31.078979704115127,13546682,google_electra-small-generator
a bathing suit is a type of clothing.,bathing suit,clothing,23,-256.48426818847656,-28.49825202094184,13546682,google_electra-small-generator
a bathrobe is a type of clothing.,bathrobe,clothing,24,-273.5299072265625,-27.35299072265625,13546682,google_electra-small-generator
a slip is a type of clothing.,slip,clothing,25,-218.61858749389648,-27.32732343673706,13546682,google_electra-small-generator
a bra is a type of clothing.,bra,clothing,26,-218.40400218963623,-27.30050027370453,13546682,google_electra-small-generator
shoes are clothes.,shoes,clothing,27,-111.42194938659668,-27.85548734664917,13546682,google_electra-small-generator
a tuxedo is a type of clothing.,tuxedo,clothing,28,-286.9435520172119,-28.69435520172119,13546682,google_electra-small-generator
stockings are clothes.,stockings,clothing,29,-120.78117370605469,-30.195293426513672,13546682,google_electra-small-generator
a vest is a type of clothing.,vest,clothing,30,-231.37410640716553,-28.92176330089569,13546682,google_electra-small-generator
nylons are clothes.,nylons,clothing,31,-144.91235733032227,-28.982471466064453,13546682,google_electra-small-generator
a cape is a type of clothing.,cape,clothing,32,-230.0241184234619,-28.75301480293274,13546682,google_electra-small-generator
boots are clothes.,boots,clothing,33,-112.02599716186523,-28.00649929046631,13546682,google_electra-small-generator
sandals are clothes.,sandals,clothing,34,-121.24483680725098,-30.311209201812744,13546682,google_electra-small-generator
a tie is a type of clothing.,tie,clothing,35,-221.9301233291626,-27.741265416145325,13546682,google_electra-small-generator
a girdle is a type of clothing.,girdle,clothing,36,-275.76323890686035,-27.576323890686034,13546682,google_electra-small-generator
a belt is a type of clothing.,belt,clothing,37,-221.70287895202637,-27.712859869003296,13546682,google_electra-small-generator
a scarf is a type of clothing.,scarf,clothing,38,-240.869873046875,-30.108734130859375,13546682,google_electra-small-generator
mittens are clothes.,mittens,clothing,39,-164.17244148254395,-32.83448829650879,13546682,google_electra-small-generator
slippers are clothes.,slippers,clothing,40,-163.92391967773438,-32.784783935546876,13546682,google_electra-small-generator
a hat is a type of clothing.,hat,clothing,41,-217.2539405822754,-27.156742572784424,13546682,google_electra-small-generator
overshoes are clothes.,overshoes,clothing,42,-193.34417152404785,-32.22402858734131,13546682,google_electra-small-generator
gloves are clothes.,gloves,clothing,43,-123.99550247192383,-30.998875617980957,13546682,google_electra-small-generator
an apron is a type of clothing.,apron,clothing,44,-228.43571853637695,-28.55446481704712,13546682,google_electra-small-generator
earmuffs are clothes.,earmuffs,clothing,45,-206.73559379577637,-34.45593229929606,13546682,google_electra-small-generator
a handkerchief is a type of clothing.,handkerchief,clothing,46,-239.58373260498047,-29.94796657562256,13546682,google_electra-small-generator
a purse is a type of clothing.,purse,clothing,47,-224.93073081970215,-28.11634135246277,13546682,google_electra-small-generator
a hairband is a type of clothing.,hairband,clothing,48,-264.02656173706055,-29.336284637451172,13546682,google_electra-small-generator
a ring is a type of clothing.,ring,clothing,49,-218.64767456054688,-27.33095932006836,13546682,google_electra-small-generator
en arring is a type of clothing.,earrings,clothing,50,-264.36347007751465,-29.37371889750163,13546682,google_electra-small-generator
a watch is a type of clothing.,watch,clothing,51,-216.87403297424316,-27.109254121780396,13546682,google_electra-small-generator
cuff links are clothes.,cuff links,clothing,52,-166.89019012451172,-33.378038024902345,13546682,google_electra-small-generator
a necklace is a type of clothing.,necklace,clothing,53,-224.71681213378906,-28.089601516723633,13546682,google_electra-small-generator
a bracelet is a type of clothing.,bracelet,clothing,54,-223.07509994506836,-27.884387493133545,13546682,google_electra-small-generator
a cane is a type of clothing.,cane,clothing,55,-222.9184799194336,-27.8648099899292,13546682,google_electra-small-generator
an automobile is a vehicle.,automobile,vehicle,1,-155.14960289001465,-25.858267148335774,13546682,google_electra-small-generator
a station wagon is a vehicle.,station wagon,vehicle,2,-213.4632797241211,-30.494754246303014,13546682,google_electra-small-generator
a truck is a vehicle.,truck,vehicle,3,-160.04345321655273,-26.673908869425457,13546682,google_electra-small-generator
a car is a vehicle.,car,vehicle,4,-153.14417839050293,-25.52402973175049,13546682,google_electra-small-generator
bus are vehicles.,bus,vehicle,5,-116.2127742767334,-29.05319356918335,13546682,google_electra-small-generator
a taxi is a vehicle.,taxi,vehicle,6,-169.1631441116333,-28.193857351938885,13546682,google_electra-small-generator
a jeep is a vehicle.,jeep,vehicle,7,-178.69302558898926,-29.78217093149821,13546682,google_electra-small-generator
an ambulance is a vehicle.,ambulance,vehicle,8,-175.80787658691406,-29.301312764485676,13546682,google_electra-small-generator
a motorcycle is a vehicle.,motorcycle,vehicle,9,-168.700590133667,-28.116765022277832,13546682,google_electra-small-generator
a streetcar is a vehicle.,streetcar,vehicle,10,-191.41450309753418,-31.902417182922363,13546682,google_electra-small-generator
a van is a vehicle.,van,vehicle,11,-167.7376308441162,-27.956271807352703,13546682,google_electra-small-generator
a Honda is a vehicle.,Honda,vehicle,12,-176.69634437561035,-29.44939072926839,13546682,google_electra-small-generator
a cable car is a vehicle.,cable car,vehicle,13,-200.92223930358887,-28.703177043369838,13546682,google_electra-small-generator
a train is a vehicle.,train,vehicle,14,-165.9768238067627,-27.66280396779378,13546682,google_electra-small-generator
a trolley is a vehicle.,trolley,vehicle,15,-181.60487747192383,-30.267479578653973,13546682,google_electra-small-generator
a bicycle is a vehicle.,bicycle,vehicle,16,-163.3095350265503,-27.21825583775838,13546682,google_electra-small-generator
a carriage is a vehicle.,carriage,vehicle,17,-172.4707794189453,-28.74512990315755,13546682,google_electra-small-generator
an airplane is a vehicle.,airplane,vehicle,18,-171.50803184509277,-28.58467197418213,13546682,google_electra-small-generator
a bike is a vehicle.,bike,vehicle,19,-163.97518157958984,-27.32919692993164,13546682,google_electra-small-generator
a boat is a vehicle.,boat,vehicle,20,-157.27089309692383,-26.211815516153973,13546682,google_electra-small-generator
a jet is a vehicle.,jet,vehicle,21,-161.1096658706665,-26.851610978444416,13546682,google_electra-small-generator
a ship is a vehicle.,ship,vehicle,22,-163.79267501831055,-27.298779169718426,13546682,google_electra-small-generator
a scooter is a vehicle.,scooter,vehicle,23,-232.80464363098145,-29.10058045387268,13546682,google_electra-small-generator
a tractor is a vehicle.,tractor,vehicle,24,-174.57052993774414,-29.095088322957356,13546682,google_electra-small-generator
a wagon is a vehicle.,wagon,vehicle,25,-180.07660293579102,-30.012767155965168,13546682,google_electra-small-generator
a subway is a vehicle.,subway,vehicle,26,-183.17502403259277,-30.529170672098797,13546682,google_electra-small-generator
a trailer is a vehicle.,trailer,vehicle,27,-176.87909126281738,-29.4798485438029,13546682,google_electra-small-generator
a cart is a vehicle.,cart,vehicle,28,-164.01171684265137,-27.335286140441895,13546682,google_electra-small-generator
a wheelchair is a vehicle.,wheelchair,vehicle,29,-181.6548957824707,-30.275815963745117,13546682,google_electra-small-generator
a yacht is a vehicle.,yacht,vehicle,30,-179.33489513397217,-29.88914918899536,13546682,google_electra-small-generator
a tank is a vehicle.,tank,vehicle,31,-169.4115447998047,-28.235257466634113,13546682,google_electra-small-generator
a go-cart is a vehicle.,go-cart,vehicle,32,-235.36962127685547,-29.421202659606934,13546682,google_electra-small-generator
a rowboat is a vehicle.,rowboat,vehicle,33,-209.00002479553223,-29.857146399361746,13546682,google_electra-small-generator
a dogsled is a vehicle.,dogsled,vehicle,34,-209.20554161071777,-29.886505944388254,13546682,google_electra-small-generator
a tricycle is a vehicle.,tricycle,vehicle,35,-215.21384620666504,-30.74483517238072,13546682,google_electra-small-generator
a canoe is a vehicle.,canoe,vehicle,36,-179.2410888671875,-29.873514811197918,13546682,google_electra-small-generator
a raft is a vehicle.,raft,vehicle,37,-179.52896881103516,-29.92149480183919,13546682,google_electra-small-generator
a submarine is a vehicle.,submarine,vehicle,38,-176.31298828125,-29.385498046875,13546682,google_electra-small-generator
a sled is a vehicle.,sled,vehicle,39,-204.54660034179688,-29.220942905970983,13546682,google_electra-small-generator
a horse is a vehicle.,horse,vehicle,40,-167.43631744384766,-27.90605290730794,13546682,google_electra-small-generator
a rocket is a vehicle.,rocket,vehicle,41,-162.96531772613525,-27.16088628768921,13546682,google_electra-small-generator
a blimp is a vehicle.,blimp,vehicle,42,-232.44053268432617,-29.05506658554077,13546682,google_electra-small-generator
skates are vehicles.,skates,vehicle,43,-157.3543243408203,-31.470864868164064,13546682,google_electra-small-generator
a camel is a vehicle.,camel,vehicle,44,-185.08306694030762,-30.8471778233846,13546682,google_electra-small-generator
feet are vehicles.,feet,vehicle,45,-108.9864444732666,-27.24661111831665,13546682,google_electra-small-generator
ski is a vehicle.,skis,vehicle,46,-151.66439056396484,-30.33287811279297,13546682,google_electra-small-generator
a skateboard is a vehicle.,skateboard,vehicle,47,-214.34497261047363,-30.620710372924805,13546682,google_electra-small-generator
a wheelbarrow is a vehicle.,wheelbarrow,vehicle,48,-267.90880584716797,-33.488600730895996,13546682,google_electra-small-generator
a surfboard is a vehicle.,surfboard,vehicle,49,-218.1684684753418,-31.16692406790597,13546682,google_electra-small-generator
an elevator is a vehicle.,elevator,vehicle,50,-171.26739883422852,-28.544566472371418,13546682,google_electra-small-generator
a chair is a type of furniture.,chair,furniture,1,-206.6476583480835,-25.830957293510437,13546682,google_electra-small-generator
a sofa is a type of furniture.,sofa,furniture,2,-213.4489803314209,-26.681122541427612,13546682,google_electra-small-generator
a couch is a type of furniture.,couch,furniture,3,-213.8587760925293,-26.732347011566162,13546682,google_electra-small-generator
a table is a type of furniture.,table,furniture,4,-210.56813430786133,-26.321016788482666,13546682,google_electra-small-generator
an easy chair is a type of furniture.,easy chair,furniture,5,-245.8501491546631,-27.31668323940701,13546682,google_electra-small-generator
a dresser is a type of furniture.,dresser,furniture,6,-225.4516887664795,-28.181461095809937,13546682,google_electra-small-generator
a rocking chair is a type of furniture.,rocking chair,furniture,7,-251.96106910705566,-27.99567434522841,13546682,google_electra-small-generator
a coffee table is a type of furniture.,coffee table,furniture,8,-247.67902755737305,-27.51989195081923,13546682,google_electra-small-generator
a rocker is a type of furniture.,rocker,furniture,9,-225.71692276000977,-28.21461534500122,13546682,google_electra-small-generator
a love seat is a type of furniture.,love seat,furniture,10,-250.47305870056152,-27.830339855617947,13546682,google_electra-small-generator
a chest of drawers is a type of furniture.,chest of drawers,furniture,11,-292.331844329834,-29.2331844329834,13546682,google_electra-small-generator
a desk is a type of furniture.,desk,furniture,12,-219.7264575958252,-27.46580719947815,13546682,google_electra-small-generator
a bed is a type of furniture.,bed,furniture,13,-202.87004852294922,-25.358756065368652,13546682,google_electra-small-generator
a bureau is a type of furniture.,bureau,furniture,14,-232.01127243041992,-29.00140905380249,13546682,google_electra-small-generator
a davenport is a type of furniture.,davenport,furniture,15,-238.94045448303223,-29.86755681037903,13546682,google_electra-small-generator
an end table is a type of furniture.,end table,furniture,16,-243.04446601867676,-27.004940668741863,13546682,google_electra-small-generator
a divan is a type of furniture.,divan,furniture,17,-282.99619483947754,-31.444021648830837,13546682,google_electra-small-generator
a night table is a type of furniture.,night table,furniture,18,-254.87760543823242,-28.31973393758138,13546682,google_electra-small-generator
a chest is a type of furniture.,chest,furniture,19,-220.36184120178223,-27.54523015022278,13546682,google_electra-small-generator
a cedar chest is a type of furniture.,cedar chest,furniture,20,-263.731782913208,-29.303531434800888,13546682,google_electra-small-generator
a vanity is a type of furniture.,vanity,furniture,21,-222.35986518859863,-27.79498314857483,13546682,google_electra-small-generator
a bookcase is a type of furniture.,bookcase,furniture,22,-253.4804458618164,-28.164493984646267,13546682,google_electra-small-generator
a lounge is a type of furniture.,lounge,furniture,23,-221.94161987304688,-27.74270248413086,13546682,google_electra-small-generator
a chaise lounge is a type of furniture.,chaise lounge,furniture,24,-292.4596862792969,-29.245968627929688,13546682,google_electra-small-generator
an ottoman is a type of furniture.,ottoman,furniture,25,-225.97738456726074,-28.247173070907593,13546682,google_electra-small-generator
a footstool is a type of furniture.,footstool,furniture,26,-279.87083625793457,-27.987083625793456,13546682,google_electra-small-generator
a cabinet is a type of furniture.,cabinet,furniture,27,-215.891450881958,-26.98643136024475,13546682,google_electra-small-generator
a china closet is a type of furniture.,china closet,furniture,28,-254.60505294799805,-28.28945032755534,13546682,google_electra-small-generator
a bench is a type of furniture.,bench,furniture,29,-210.7245216369629,-26.34056520462036,13546682,google_electra-small-generator
a buffet is a type of furniture.,buffet,furniture,30,-235.77273559570312,-29.47159194946289,13546682,google_electra-small-generator
a lamp is a type of furniture.,lamp,furniture,31,-212.82955360412598,-26.603694200515747,13546682,google_electra-small-generator
a stool is a type of furniture.,stool,furniture,32,-225.3217010498047,-28.165212631225586,13546682,google_electra-small-generator
a hassock is a type of furniture.,hassock,furniture,33,-272.9922218322754,-27.29922218322754,13546682,google_electra-small-generator
drawers are furniture.,drawers,furniture,34,-122.19259071350098,-30.548147678375244,13546682,google_electra-small-generator
a piano is a type of furniture.,piano,furniture,35,-216.04392051696777,-27.00549006462097,13546682,google_electra-small-generator
a cushion is a type of furniture.,cushion,furniture,36,-225.67825317382812,-28.209781646728516,13546682,google_electra-small-generator
a magazine rack is a type of furniture.,magazine rack,furniture,37,-258.90312004089355,-28.76701333787706,13546682,google_electra-small-generator
a hi-fi is a type of furniture.,hi-fi,furniture,38,-279.91710472106934,-27.991710472106934,13546682,google_electra-small-generator
a cupboard is a type of furniture.,cupboard,furniture,39,-231.9105987548828,-28.98882484436035,13546682,google_electra-small-generator
a stereo is a type of furniture.,stereo,furniture,40,-224.61119842529297,-28.07639980316162,13546682,google_electra-small-generator
a mirror is a type of furniture.,mirror,furniture,41,-215.22077178955078,-26.902596473693848,13546682,google_electra-small-generator
a television is a type of furniture.,television,furniture,42,-215.4709243774414,-26.933865547180176,13546682,google_electra-small-generator
a bar is a type of furniture.,bar,furniture,43,-210.00408554077148,-26.250510692596436,13546682,google_electra-small-generator
a shelf is a type of furniture.,shelf,furniture,44,-224.6591396331787,-28.08239245414734,13546682,google_electra-small-generator
a rug is a type of furniture.,rug,furniture,45,-236.1841983795166,-29.523024797439575,13546682,google_electra-small-generator
a pillow is a type of furniture.,pillow,furniture,46,-218.88314056396484,-27.360392570495605,13546682,google_electra-small-generator
a wastebasket is a type of furniture.,wastebasket,furniture,47,-272.54373931884766,-30.282637702094185,13546682,google_electra-small-generator
a radio is a type of furniture.,radio,furniture,48,-212.95218658447266,-26.619023323059082,13546682,google_electra-small-generator
a sewing machine is a type of furniture.,sewing machine,furniture,49,-253.81156158447266,-28.201284620496963,13546682,google_electra-small-generator
a stove is a type of furniture.,stove,furniture,50,-222.61135292053223,-27.82641911506653,13546682,google_electra-small-generator
a counter is a type of furniture.,counter,furniture,51,-216.73606300354004,-27.092007875442505,13546682,google_electra-small-generator
a clock is a type of furniture.,clock,furniture,52,-215.99888229370117,-26.999860286712646,13546682,google_electra-small-generator
drapes are furniture.,drapes,furniture,53,-161.66801643371582,-32.33360328674316,13546682,google_electra-small-generator
a refrigerator is a type of furniture.,refrigerator,furniture,54,-212.25010871887207,-26.53126358985901,13546682,google_electra-small-generator
a picture is a type of furniture.,picture,furniture,55,-217.81271934509277,-27.226589918136597,13546682,google_electra-small-generator
a closet is a type of furniture.,closet,furniture,56,-225.70923614501953,-28.21365451812744,13546682,google_electra-small-generator
a vase is a type of furniture.,vase,furniture,57,-224.07225799560547,-28.009032249450684,13546682,google_electra-small-generator
an ashtray is a type of furniture.,ashtray,furniture,58,-275.20522117614746,-30.57835790846083,13546682,google_electra-small-generator
a fan is a type of furniture.,fan,furniture,59,-232.3996524810791,-29.049956560134888,13546682,google_electra-small-generator
a telephone is a type of furniture.,telephone,furniture,60,-218.16155242919922,-27.270194053649902,13546682,google_electra-small-generator
a gun is a weapon.,gun,weapon,1,-174.4669589996338,-29.077826499938965,13546682,google_electra-small-generator
a pistol is a weapon.,pistol,weapon,2,-177.87451553344727,-29.64575258890788,13546682,google_electra-small-generator
a revolver is a weapon.,revolver,weapon,3,-191.28146934509277,-31.880244890848797,13546682,google_electra-small-generator
a machine gun is a weapon.,machine gun,weapon,4,-205.04937171936035,-29.29276738848005,13546682,google_electra-small-generator
a rifle is a weapon.,rifle,weapon,5,-183.07789611816406,-30.512982686360676,13546682,google_electra-small-generator
a switchblade is a weapon.,switchblade,weapon,6,-271.1952381134033,-33.899404764175415,13546682,google_electra-small-generator
a knife is a weapon.,knife,weapon,7,-190.64715576171875,-31.774525960286457,13546682,google_electra-small-generator
a dagger is a weapon.,dagger,weapon,8,-190.41230964660645,-31.735384941101074,13546682,google_electra-small-generator
a shotgun is a weapon.,shotgun,weapon,9,-190.2368621826172,-31.706143697102863,13546682,google_electra-small-generator
a sword is a weapon.,sword,weapon,10,-188.91281127929688,-31.48546854654948,13546682,google_electra-small-generator
a bomb is a weapon.,bomb,weapon,11,-182.97320938110352,-30.495534896850586,13546682,google_electra-small-generator
a hand grenade is a weapon.,hand grenade,weapon,12,-220.6843032836914,-31.526329040527344,13546682,google_electra-small-generator
an atom bomb is a weapon.,atom bomb,weapon,13,-219.27936553955078,-31.325623648507253,13546682,google_electra-small-generator
a bayonet is a weapon.,bayonet,weapon,14,-252.56756973266602,-31.570946216583252,13546682,google_electra-small-generator
a spear is a weapon.,spear,weapon,15,-190.31275177001953,-31.718791961669922,13546682,google_electra-small-generator
a bazooka is a weapon.,bazooka,weapon,16,-246.2494602203369,-30.781182527542114,13546682,google_electra-small-generator
a cannon is a weapon.,cannon,weapon,17,-179.8059253692627,-29.96765422821045,13546682,google_electra-small-generator
a bow and arrow is a weapon.,bow and arrow,weapon,18,-267.8809986114502,-33.485124826431274,13546682,google_electra-small-generator
a club is a weapon.,club,weapon,19,-194.31488418579102,-32.38581403096517,13546682,google_electra-small-generator
a lance is a weapon.,lance,weapon,20,-192.4175510406494,-32.06959184010824,13546682,google_electra-small-generator
brass knuckles are weapons.,brass knuckles,weapon,21,-175.68145942687988,-35.136291885375975,13546682,google_electra-small-generator
a bullet is a weapon.,bullet,weapon,22,-184.13860893249512,-30.68976815541585,13546682,google_electra-small-generator
a tomahawk is a weapon.,tomahawk,weapon,23,-280.30485916137695,-35.03810739517212,13546682,google_electra-small-generator
a mortar is a weapon.,mortar,weapon,24,-187.9732780456543,-31.328879674275715,13546682,google_electra-small-generator
an arrow is a weapon.,arrow,weapon,25,-186.96553993225098,-31.16092332204183,13546682,google_electra-small-generator
