stimulus,item,category,rank,logprob,normalized_logprob,params,model
a scissors is a tool.,scissors,tool,59,-40.08270215988159,-5.726100308554513,774031360,gpt2-large
a crane is a tool.,crane,tool,60,-38.48518705368042,-5.497883864811489,774031360,gpt2-large
orange is a fruit.,orange,fruit,1,-36.76849031448364,-6.128081719080607,774031360,gpt2-large
apple is a fruit.,apple,fruit,2,-35.56830406188965,-5.928050676981608,774031360,gpt2-large
banana is a fruit.,banana,fruit,3,-33.73095464706421,-4.8187078067234586,774031360,gpt2-large
peach is a fruit.,peach,fruit,4,-35.01105499267578,-5.001579284667969,774031360,gpt2-large
pear is a fruit.,pear,fruit,5,-37.21142053604126,-5.315917219434466,774031360,gpt2-large
apricot is a fruit.,apricot,fruit,6,-40.65390205383301,-5.081737756729126,774031360,gpt2-large
tangerine is a fruit.,tangerine,fruit,7,-39.618653297424316,-4.9523316621780396,774031360,gpt2-large
plum is a fruit.,plum,fruit,8,-38.6699857711792,-5.524283681597028,774031360,gpt2-large
grapes are fruit.,grapes,fruit,9,-35.156532764434814,-5.022361823490688,774031360,gpt2-large
nectarine is a fruit.,nectarine,fruit,10,-42.832072734832764,-6.1188675335475375,774031360,gpt2-large
strawberry is a fruit.,strawberry,fruit,11,-36.16270160675049,-4.520337700843811,774031360,gpt2-large
grapefruit is a fruit.,grapefruit,fruit,12,-33.28000593185425,-4.160000741481781,774031360,gpt2-large
berry is a fruit.,berry,fruit,13,-35.581881046295166,-5.930313507715861,774031360,gpt2-large
cherry is a fruit.,cherry,fruit,14,-35.08132791519165,-5.011618273598807,774031360,gpt2-large
pineapple is a fruit.,pineapple,fruit,15,-34.44034194946289,-4.92004884992327,774031360,gpt2-large
blackberry is a fruit.,blackberry,fruit,16,-40.035319805145264,-5.7193314007350375,774031360,gpt2-large
melon is a fruit.,melon,fruit,17,-35.56886863708496,-5.928144772847493,774031360,gpt2-large
blueberry is a fruit.,blueberry,fruit,18,-36.126381397247314,-5.160911628178188,774031360,gpt2-large
raspberry is a fruit.,raspberry,fruit,19,-38.492656230926514,-5.498950890132359,774031360,gpt2-large
lemon is a fruit.,lemon,fruit,20,-35.9420804977417,-5.134582928248814,774031360,gpt2-large
black raspberry is a fruit.,black raspberry,fruit,21,-41.62561321258545,-5.946516173226493,774031360,gpt2-large
boysenberry is a fruit.,boysenberry,fruit,22,-44.11600589752197,-5.514500737190247,774031360,gpt2-large
watermelon is a fruit.,watermelon,fruit,23,-34.913803577423096,-4.987686225346157,774031360,gpt2-large
cantaloupe is a fruit.,cantaloupe,fruit,24,-35.23719787597656,-3.5237197875976562,774031360,gpt2-large
lime is a fruit.,lime,fruit,25,-39.50421762466431,-6.584036270777385,774031360,gpt2-large
tangelo is a fruit.,tangelo,fruit,26,-44.364867210388184,-6.337838172912598,774031360,gpt2-large
papaya is a fruit.,papaya,fruit,27,-38.39003944396973,-4.798754930496216,774031360,gpt2-large
honeydew is a fruit.,honeydew,fruit,28,-39.23299694061279,-4.35922188229031,774031360,gpt2-large
fig is a fruit.,fig,fruit,29,-39.47096061706543,-6.578493436177571,774031360,gpt2-large
mango is a fruit.,mango,fruit,30,-38.9278450012207,-5.561120714460101,774031360,gpt2-large
guava is a fruit.,guava,fruit,31,-35.305580139160156,-5.043654305594308,774031360,gpt2-large
pomegranate is a fruit.,pomegranate,fruit,32,-38.26589632034302,-4.251766257815891,774031360,gpt2-large
cranberry is a fruit.,cranberry,fruit,33,-36.31515884399414,-4.539394855499268,774031360,gpt2-large
passion fruit is a fruit.,passion fruit,fruit,34,-41.2239933013916,-5.15299916267395,774031360,gpt2-large
prunes are fruit.,prunes,fruit,35,-37.558669567108154,-6.259778261184692,774031360,gpt2-large
gooseberry is a fruit.,gooseberry,fruit,36,-43.32188415527344,-5.41523551940918,774031360,gpt2-large
date is a fruit.,date,fruit,37,-39.791205406188965,-6.631867567698161,774031360,gpt2-large
kumquat is a fruit.,kumquat,fruit,38,-41.05917930603027,-4.562131034003364,774031360,gpt2-large
raisin is a fruit.,raisin,fruit,39,-37.23003005981445,-5.318575722830636,774031360,gpt2-large
muskmelon is a fruit.,muskmelon,fruit,40,-46.396202087402344,-5.155133565266927,774031360,gpt2-large
persimmon is a fruit.,persimmon,fruit,41,-40.85069942474365,-5.1063374280929565,774031360,gpt2-large
pawpaw is a fruit.,pawpaw,fruit,42,-46.064738750457764,-5.118304305606419,774031360,gpt2-large
coconut is a fruit.,coconut,fruit,43,-35.324270725250244,-4.4155338406562805,774031360,gpt2-large
avocado is a fruit.,avocado,fruit,44,-35.91272735595703,-5.1303896222795755,774031360,gpt2-large
pumpkin is a fruit.,pumpkin,fruit,45,-36.83567190170288,-4.60445898771286,774031360,gpt2-large
tomato is a fruit.,tomato,fruit,46,-35.52162408828735,-5.074517726898193,774031360,gpt2-large
nut is a fruit.,nut,fruit,47,-38.57081842422485,-6.428469737370809,774031360,gpt2-large
gourd is a fruit.,gourd,fruit,48,-36.928123474121094,-4.616015434265137,774031360,gpt2-large
olive is a fruit.,olive,fruit,49,-38.45753574371338,-5.49393367767334,774031360,gpt2-large
pickle is a fruit.,pickle,fruit,50,-36.15932846069336,-5.165618351527622,774031360,gpt2-large
squash is a fruit.,squash,fruit,51,-35.922592639923096,-5.1317989485604425,774031360,gpt2-large
pants are clothes.,pants,clothing,1,-37.69272470474243,-7.538544940948486,774031360,gpt2-large
a shirt is a type of clothing.,shirt,clothing,2,-35.36164045333862,-3.929071161482069,774031360,gpt2-large
dress is a type of clothing.,dress,clothing,3,-35.33440828323364,-4.416801035404205,774031360,gpt2-large
a skirt is a type of clothing.,skirt,clothing,4,-36.56745767593384,-4.0630508528815374,774031360,gpt2-large
a blouse is a type of clothing.,blouse,clothing,5,-38.502891540527344,-3.850289154052734,774031360,gpt2-large
a suit is a type of clothing.,suit,clothing,6,-35.10965013504028,-3.901072237226698,774031360,gpt2-large
slacks are clothes.,slacks,clothing,7,-39.44937038421631,-6.574895064036052,774031360,gpt2-large
a jacket is a type of clothing.,jacket,clothing,8,-34.535582542419434,-3.837286949157715,774031360,gpt2-large
a coat is a type of clothing.,coat,clothing,9,-36.75919771194458,-4.084355301327175,774031360,gpt2-large
a sweater is a type of clothing.,sweater,clothing,10,-35.541043758392334,-3.9490048620435925,774031360,gpt2-large
a sweatshirt is a type of clothing.,sweatshirt,clothing,11,-38.2321081161499,-3.8232108116149903,774031360,gpt2-large
underpants are clothes.,underpants,clothing,12,-38.91136932373047,-6.485228220621745,774031360,gpt2-large
a sports jacket is a type of clothing.,sports jacket,clothing,13,-41.85958290100098,-4.185958290100098,774031360,gpt2-large
a jumper is a type of clothing.,jumper,clothing,14,-37.819976806640625,-4.202219645182292,774031360,gpt2-large
panties are clothes.,panties,clothing,15,-40.46831941604614,-5.781188488006592,774031360,gpt2-large
socks are clothes.,socks,clothing,16,-36.34833908081055,-6.058056513468425,774031360,gpt2-large
a parka is a type of clothing.,parka,clothing,17,-38.24102449417114,-3.824102449417114,774031360,gpt2-large
pajamas are clothes.,pajamas,clothing,18,-39.60760450363159,-5.658229214804513,774031360,gpt2-large
an undershirt is a type of clothing.,undershirt,clothing,19,-41.727922439575195,-4.172792243957519,774031360,gpt2-large
an overcoat is a type of clothing.,overcoat,clothing,20,-39.40893363952637,-3.940893363952637,774031360,gpt2-large
a nightgown is a type of clothing.,nightgown,clothing,21,-40.68495750427246,-3.6986325003884057,774031360,gpt2-large
a raincoat is a type of clothing.,raincoat,clothing,22,-36.685189723968506,-3.6685189723968508,774031360,gpt2-large
a bathing suit is a type of clothing.,bathing suit,clothing,23,-37.82142210006714,-3.7821422100067137,774031360,gpt2-large
a bathrobe is a type of clothing.,bathrobe,clothing,24,-37.17932605743408,-3.717932605743408,774031360,gpt2-large
a slip is a type of clothing.,slip,clothing,25,-44.228745460510254,-4.914305051167806,774031360,gpt2-large
a bra is a type of clothing.,bra,clothing,26,-36.1360878944397,-4.0151208771599665,774031360,gpt2-large
shoes are clothes.,shoes,clothing,27,-37.31862545013428,-6.219770908355713,774031360,gpt2-large
a tuxedo is a type of clothing.,tuxedo,clothing,28,-38.82734727859497,-3.529758843508634,774031360,gpt2-large
stockings are clothes.,stockings,clothing,29,-41.08020734786987,-6.8467012246449785,774031360,gpt2-large
a vest is a type of clothing.,vest,clothing,30,-35.37174320220947,-3.930193689134386,774031360,gpt2-large
nylons are clothes.,nylons,clothing,31,-42.09431791305542,-6.013473987579346,774031360,gpt2-large
a cape is a type of clothing.,cape,clothing,32,-36.27993822097778,-4.0311042467753095,774031360,gpt2-large
boots are clothes.,boots,clothing,33,-37.47672986984253,-6.246121644973755,774031360,gpt2-large
sandals are clothes.,sandals,clothing,34,-40.6596302986145,-6.776605049769084,774031360,gpt2-large
a tie is a type of clothing.,tie,clothing,35,-42.962730407714844,-4.773636711968316,774031360,gpt2-large
a girdle is a type of clothing.,girdle,clothing,36,-41.84246206283569,-3.8038601875305176,774031360,gpt2-large
a belt is a type of clothing.,belt,clothing,37,-37.191171169281006,-4.132352352142334,774031360,gpt2-large
a scarf is a type of clothing.,scarf,clothing,38,-36.85729265213013,-4.095254739125569,774031360,gpt2-large
mittens are clothes.,mittens,clothing,39,-44.41212463378906,-7.402020772298177,774031360,gpt2-large
slippers are clothes.,slippers,clothing,40,-41.42068386077881,-6.903447310129802,774031360,gpt2-large
a hat is a type of clothing.,hat,clothing,41,-35.291672229766846,-3.9212969144185386,774031360,gpt2-large
overshoes are clothes.,overshoes,clothing,42,-50.4847617149353,-7.212108816419329,774031360,gpt2-large
gloves are clothes.,gloves,clothing,43,-37.89171886444092,-6.315286477406819,774031360,gpt2-large
an apron is a type of clothing.,apron,clothing,44,-38.607994079589844,-3.8607994079589845,774031360,gpt2-large
earmuffs are clothes.,earmuffs,clothing,45,-44.2063422203064,-6.315191745758057,774031360,gpt2-large
a handkerchief is a type of clothing.,handkerchief,clothing,46,-39.1084041595459,-3.555309469049627,774031360,gpt2-large
a purse is a type of clothing.,purse,clothing,47,-39.84939241409302,-4.427710268232557,774031360,gpt2-large
a hairband is a type of clothing.,hairband,clothing,48,-44.773056507110596,-4.47730565071106,774031360,gpt2-large
a ring is a type of clothing.,ring,clothing,49,-40.2207236289978,-4.468969292110867,774031360,gpt2-large
en arring is a type of clothing.,earrings,clothing,50,-62.544766902923584,-6.254476690292359,774031360,gpt2-large
a watch is a type of clothing.,watch,clothing,51,-41.523324966430664,-4.613702774047852,774031360,gpt2-large
cuff links are clothes.,cuff links,clothing,52,-47.75856924057007,-6.8226527486528665,774031360,gpt2-large
a necklace is a type of clothing.,necklace,clothing,53,-38.93371820449829,-4.325968689388699,774031360,gpt2-large
a bracelet is a type of clothing.,bracelet,clothing,54,-40.218810081481934,-4.468756675720215,774031360,gpt2-large
a cane is a type of clothing.,cane,clothing,55,-45.12948274612427,-5.014386971791585,774031360,gpt2-large
an automobile is a vehicle.,automobile,vehicle,1,-36.03169536590576,-5.147385052272251,774031360,gpt2-large
a station wagon is a vehicle.,station wagon,vehicle,2,-38.47068691253662,-4.808835864067078,774031360,gpt2-large
a truck is a vehicle.,truck,vehicle,3,-34.61623430252075,-4.945176328931536,774031360,gpt2-large
a car is a vehicle.,car,vehicle,4,-31.35342311859131,-4.479060445513044,774031360,gpt2-large
bus are vehicles.,bus,vehicle,5,-39.570531368255615,-7.914106273651123,774031360,gpt2-large
a taxi is a vehicle.,taxi,vehicle,6,-36.8160982131958,-5.259442601885114,774031360,gpt2-large
a jeep is a vehicle.,jeep,vehicle,7,-36.69929647445679,-4.587412059307098,774031360,gpt2-large
an ambulance is a vehicle.,ambulance,vehicle,8,-36.58799600601196,-5.226856572287423,774031360,gpt2-large
a motorcycle is a vehicle.,motorcycle,vehicle,9,-34.948946475982666,-4.992706639426095,774031360,gpt2-large
a streetcar is a vehicle.,streetcar,vehicle,10,-37.34288549423218,-5.334697927747454,774031360,gpt2-large
a van is a vehicle.,van,vehicle,11,-35.21979331970215,-5.031399045671735,774031360,gpt2-large
a Honda is a vehicle.,Honda,vehicle,12,-38.592365741729736,-5.513195105961391,774031360,gpt2-large
a cable car is a vehicle.,cable car,vehicle,13,-41.73979997634888,-5.21747499704361,774031360,gpt2-large
a train is a vehicle.,train,vehicle,14,-36.82487630844116,-5.260696615491595,774031360,gpt2-large
a trolley is a vehicle.,trolley,vehicle,15,-38.606725215911865,-4.825840651988983,774031360,gpt2-large
a bicycle is a vehicle.,bicycle,vehicle,16,-32.91651010513306,-4.70235858644758,774031360,gpt2-large
a carriage is a vehicle.,carriage,vehicle,17,-36.381492137908936,-5.197356019701276,774031360,gpt2-large
an airplane is a vehicle.,airplane,vehicle,18,-35.389784812927246,-5.055683544703892,774031360,gpt2-large
a bike is a vehicle.,bike,vehicle,19,-33.475072383880615,-4.782153197697231,774031360,gpt2-large
a boat is a vehicle.,boat,vehicle,20,-33.93705463409424,-4.848150662013462,774031360,gpt2-large
a jet is a vehicle.,jet,vehicle,21,-38.230841636657715,-5.461548805236816,774031360,gpt2-large
a ship is a vehicle.,ship,vehicle,22,-34.782949447631836,-4.96899277823312,774031360,gpt2-large
a scooter is a vehicle.,scooter,vehicle,23,-38.65040302276611,-4.831300377845764,774031360,gpt2-large
a tractor is a vehicle.,tractor,vehicle,24,-37.41698169708252,-5.3452830995832175,774031360,gpt2-large
a wagon is a vehicle.,wagon,vehicle,25,-36.959824562072754,-5.279974937438965,774031360,gpt2-large
a subway is a vehicle.,subway,vehicle,26,-40.806822776794434,-5.829546110970633,774031360,gpt2-large
a trailer is a vehicle.,trailer,vehicle,27,-39.422964572906494,-5.6318520818437845,774031360,gpt2-large
a cart is a vehicle.,cart,vehicle,28,-36.30600881576538,-5.186572687966483,774031360,gpt2-large
a wheelchair is a vehicle.,wheelchair,vehicle,29,-38.78183650970459,-5.540262358529227,774031360,gpt2-large
a yacht is a vehicle.,yacht,vehicle,30,-37.12237787246704,-5.303196838923863,774031360,gpt2-large
a tank is a vehicle.,tank,vehicle,31,-34.58912515640259,-4.941303593771798,774031360,gpt2-large
a go-cart is a vehicle.,go-cart,vehicle,32,-40.302435874938965,-4.478048430548774,774031360,gpt2-large
a rowboat is a vehicle.,rowboat,vehicle,33,-40.86830186843872,-5.10853773355484,774031360,gpt2-large
a dogsled is a vehicle.,dogsled,vehicle,34,-41.992854595184326,-5.249106824398041,774031360,gpt2-large
a tricycle is a vehicle.,tricycle,vehicle,35,-39.518776416778564,-4.939847052097321,774031360,gpt2-large
a canoe is a vehicle.,canoe,vehicle,36,-36.62024211883545,-5.231463159833636,774031360,gpt2-large
a raft is a vehicle.,raft,vehicle,37,-41.16606044769287,-5.880865778241839,774031360,gpt2-large
a submarine is a vehicle.,submarine,vehicle,38,-37.81502819061279,-5.4021468843732565,774031360,gpt2-large
a sled is a vehicle.,sled,vehicle,39,-38.00458097457886,-5.429225853511265,774031360,gpt2-large
a horse is a vehicle.,horse,vehicle,40,-33.47698974609375,-4.782427106584821,774031360,gpt2-large
a rocket is a vehicle.,rocket,vehicle,41,-37.7604603767395,-5.394351482391357,774031360,gpt2-large
a blimp is a vehicle.,blimp,vehicle,42,-40.72161245346069,-5.090201556682587,774031360,gpt2-large
skates are vehicles.,skates,vehicle,43,-42.914031982421875,-7.1523386637369795,774031360,gpt2-large
a camel is a vehicle.,camel,vehicle,44,-35.64636707305908,-5.092338153294155,774031360,gpt2-large
feet are vehicles.,feet,vehicle,45,-40.91171073913574,-8.182342147827148,774031360,gpt2-large
ski is a vehicle.,skis,vehicle,46,-40.85100603103638,-6.8085010051727295,774031360,gpt2-large
a skateboard is a vehicle.,skateboard,vehicle,47,-38.63233232498169,-4.829041540622711,774031360,gpt2-large
a wheelbarrow is a vehicle.,wheelbarrow,vehicle,48,-39.68388223648071,-4.409320248497857,774031360,gpt2-large
a surfboard is a vehicle.,surfboard,vehicle,49,-39.90188550949097,-4.987735688686371,774031360,gpt2-large
an elevator is a vehicle.,elevator,vehicle,50,-40.39469814300537,-5.770671163286481,774031360,gpt2-large
a chair is a type of furniture.,chair,furniture,1,-34.28994274139404,-3.8099936379326715,774031360,gpt2-large
a sofa is a type of furniture.,sofa,furniture,2,-36.51825714111328,-4.057584126790364,774031360,gpt2-large
a couch is a type of furniture.,couch,furniture,3,-35.99391269683838,-3.9993236329820423,774031360,gpt2-large
a table is a type of furniture.,table,furniture,4,-37.93514347076416,-4.215015941196018,774031360,gpt2-large
an easy chair is a type of furniture.,easy chair,furniture,5,-46.86395025253296,-4.6863950252532955,774031360,gpt2-large
a dresser is a type of furniture.,dresser,furniture,6,-37.57293224334717,-3.757293224334717,774031360,gpt2-large
a rocking chair is a type of furniture.,rocking chair,furniture,7,-39.225300788879395,-3.9225300788879394,774031360,gpt2-large
a coffee table is a type of furniture.,coffee table,furniture,8,-39.01780366897583,-3.901780366897583,774031360,gpt2-large
a rocker is a type of furniture.,rocker,furniture,9,-41.49769830703735,-4.149769830703735,774031360,gpt2-large
a love seat is a type of furniture.,love seat,furniture,10,-44.70510292053223,-4.4705102920532225,774031360,gpt2-large
a chest of drawers is a type of furniture.,chest of drawers,furniture,11,-42.81183052062988,-3.5676525433858237,774031360,gpt2-large
a desk is a type of furniture.,desk,furniture,12,-37.90496873855591,-4.211663193172878,774031360,gpt2-large
a bed is a type of furniture.,bed,furniture,13,-35.732707023620605,-3.9703007804022894,774031360,gpt2-large
a bureau is a type of furniture.,bureau,furniture,14,-45.02600717544556,-5.002889686160618,774031360,gpt2-large
a davenport is a type of furniture.,davenport,furniture,15,-49.91107988357544,-4.537370898506858,774031360,gpt2-large
an end table is a type of furniture.,end table,furniture,16,-46.09268808364868,-4.6092688083648685,774031360,gpt2-large
a divan is a type of furniture.,divan,furniture,17,-42.21182823181152,-4.221182823181152,774031360,gpt2-large
a night table is a type of furniture.,night table,furniture,18,-44.44572687149048,-4.444572687149048,774031360,gpt2-large
a chest is a type of furniture.,chest,furniture,19,-39.7831506729126,-4.420350074768066,774031360,gpt2-large
a cedar chest is a type of furniture.,cedar chest,furniture,20,-43.3855357170105,-3.944139610637318,774031360,gpt2-large
a vanity is a type of furniture.,vanity,furniture,21,-43.458799839019775,-4.828755537668864,774031360,gpt2-large
a bookcase is a type of furniture.,bookcase,furniture,22,-40.82584238052368,-4.082584238052368,774031360,gpt2-large
a lounge is a type of furniture.,lounge,furniture,23,-42.05858516693115,-4.673176129659017,774031360,gpt2-large
a chaise lounge is a type of furniture.,chaise lounge,furniture,24,-43.15942907333374,-3.923584461212158,774031360,gpt2-large
an ottoman is a type of furniture.,ottoman,furniture,25,-38.299742221832275,-3.481794747439298,774031360,gpt2-large
a footstool is a type of furniture.,footstool,furniture,26,-39.18207311630249,-3.56200664693659,774031360,gpt2-large
a cabinet is a type of furniture.,cabinet,furniture,27,-37.83972501754761,-4.204413890838623,774031360,gpt2-large
a china closet is a type of furniture.,china closet,furniture,28,-48.91690731048584,-4.446991573680531,774031360,gpt2-large
a bench is a type of furniture.,bench,furniture,29,-40.30171489715576,-4.477968321906196,774031360,gpt2-large
a buffet is a type of furniture.,buffet,furniture,30,-44.50997591018677,-4.945552878909641,774031360,gpt2-large
a lamp is a type of furniture.,lamp,furniture,31,-39.30797815322876,-4.367553128136529,774031360,gpt2-large
a stool is a type of furniture.,stool,furniture,32,-37.94722270965576,-4.21635807885064,774031360,gpt2-large
a hassock is a type of furniture.,hassock,furniture,33,-49.700448989868164,-4.5182226354425605,774031360,gpt2-large
drawers are furniture.,drawers,furniture,34,-39.0302791595459,-6.505046526590983,774031360,gpt2-large
a piano is a type of furniture.,piano,furniture,35,-41.42469024658203,-4.602743360731337,774031360,gpt2-large
a cushion is a type of furniture.,cushion,furniture,36,-39.35330533981323,-4.37258948220147,774031360,gpt2-large
a magazine rack is a type of furniture.,magazine rack,furniture,37,-45.38477325439453,-4.5384773254394535,774031360,gpt2-large
a hi-fi is a type of furniture.,hi-fi,furniture,38,-46.53156757354736,-4.230142506686124,774031360,gpt2-large
a cupboard is a type of furniture.,cupboard,furniture,39,-43.285457611083984,-4.328545761108399,774031360,gpt2-large
a stereo is a type of furniture.,stereo,furniture,40,-46.95186376571655,-5.2168737517462835,774031360,gpt2-large
a mirror is a type of furniture.,mirror,furniture,41,-39.75514507293701,-4.417238341437446,774031360,gpt2-large
a television is a type of furniture.,television,furniture,42,-42.743706703186035,-4.7493007447984485,774031360,gpt2-large
a bar is a type of furniture.,bar,furniture,43,-39.788978576660156,-4.420997619628906,774031360,gpt2-large
a shelf is a type of furniture.,shelf,furniture,44,-40.237754344940186,-4.470861593882243,774031360,gpt2-large
a rug is a type of furniture.,rug,furniture,45,-37.632221698760986,-4.181357966528998,774031360,gpt2-large
a pillow is a type of furniture.,pillow,furniture,46,-39.62239360809326,-4.402488178677029,774031360,gpt2-large
a wastebasket is a type of furniture.,wastebasket,furniture,47,-45.988008975982666,-4.180728088725697,774031360,gpt2-large
a radio is a type of furniture.,radio,furniture,48,-45.260478019714355,-5.028942002190484,774031360,gpt2-large
a sewing machine is a type of furniture.,sewing machine,furniture,49,-43.33468437194824,-4.333468437194824,774031360,gpt2-large
a stove is a type of furniture.,stove,furniture,50,-42.372458934783936,-4.708050992753771,774031360,gpt2-large
a counter is a type of furniture.,counter,furniture,51,-44.16384220123291,-4.907093577914768,774031360,gpt2-large
a clock is a type of furniture.,clock,furniture,52,-42.53544902801514,-4.726161003112793,774031360,gpt2-large
drapes are furniture.,drapes,furniture,53,-41.014856815338135,-5.859265259334019,774031360,gpt2-large
a refrigerator is a type of furniture.,refrigerator,furniture,54,-41.20727205276489,-4.578585783640544,774031360,gpt2-large
a picture is a type of furniture.,picture,furniture,55,-44.92387342453003,-4.991541491614448,774031360,gpt2-large
a closet is a type of furniture.,closet,furniture,56,-41.436973094940186,-4.604108121660021,774031360,gpt2-large
a vase is a type of furniture.,vase,furniture,57,-40.0906867980957,-4.0090686798095705,774031360,gpt2-large
an ashtray is a type of furniture.,ashtray,furniture,58,-42.06692409515381,-3.8242658268321645,774031360,gpt2-large
a fan is a type of furniture.,fan,furniture,59,-40.93676233291626,-4.548529148101807,774031360,gpt2-large
a telephone is a type of furniture.,telephone,furniture,60,-43.92397356033325,-4.880441506703694,774031360,gpt2-large
a gun is a weapon.,gun,weapon,1,-30.69079351425171,-4.38439907346453,774031360,gpt2-large
a pistol is a weapon.,pistol,weapon,2,-33.24268674850464,-4.748955249786377,774031360,gpt2-large
a revolver is a weapon.,revolver,weapon,3,-34.495004177093506,-4.927857739584787,774031360,gpt2-large
a machine gun is a weapon.,machine gun,weapon,4,-34.769145011901855,-4.346143126487732,774031360,gpt2-large
a rifle is a weapon.,rifle,weapon,5,-32.166192054748535,-4.595170293535505,774031360,gpt2-large
a switchblade is a weapon.,switchblade,weapon,6,-40.07056474685669,-5.008820593357086,774031360,gpt2-large
a knife is a weapon.,knife,weapon,7,-32.47478103637695,-4.639254433768136,774031360,gpt2-large
a dagger is a weapon.,dagger,weapon,8,-33.63431262969971,-4.8049018042428155,774031360,gpt2-large
a shotgun is a weapon.,shotgun,weapon,9,-34.393877029418945,-4.913411004202707,774031360,gpt2-large
a sword is a weapon.,sword,weapon,10,-32.08894491195679,-4.584134987422398,774031360,gpt2-large
a bomb is a weapon.,bomb,weapon,11,-33.786585330963135,-4.826655047280448,774031360,gpt2-large
a hand grenade is a weapon.,hand grenade,weapon,12,-36.46285057067871,-4.557856321334839,774031360,gpt2-large
an atom bomb is a weapon.,atom bomb,weapon,13,-37.16473340988159,-4.645591676235199,774031360,gpt2-large
a bayonet is a weapon.,bayonet,weapon,14,-35.31922388076782,-4.414902985095978,774031360,gpt2-large
a spear is a weapon.,spear,weapon,15,-33.59263849258423,-4.798948356083462,774031360,gpt2-large
a bazooka is a weapon.,bazooka,weapon,16,-34.00340461730957,-3.400340461730957,774031360,gpt2-large
a cannon is a weapon.,cannon,weapon,17,-35.732051849365234,-5.104578835623605,774031360,gpt2-large
a bow and arrow is a weapon.,bow and arrow,weapon,18,-34.41182327270508,-3.823535919189453,774031360,gpt2-large
a club is a weapon.,club,weapon,19,-40.64289379119873,-5.806127684456961,774031360,gpt2-large
a lance is a weapon.,lance,weapon,20,-37.077728271484375,-4.634716033935547,774031360,gpt2-large
brass knuckles are weapons.,brass knuckles,weapon,21,-41.44290828704834,-5.1803635358810425,774031360,gpt2-large
a bullet is a weapon.,bullet,weapon,22,-34.482439041137695,-4.926062720162528,774031360,gpt2-large
a tomahawk is a weapon.,tomahawk,weapon,23,-37.39721155166626,-4.155245727962917,774031360,gpt2-large
a mortar is a weapon.,mortar,weapon,24,-37.892756938934326,-5.413250991276333,774031360,gpt2-large
an arrow is a weapon.,arrow,weapon,25,-33.00278568267822,-4.714683668954032,774031360,gpt2-large
a blackjack is a weapon.,blackjack,weapon,26,-45.17410612106323,-5.646763265132904,774031360,gpt2-large
a tank is a weapon.,tank,weapon,27,-36.1883659362793,-5.169766562325614,774031360,gpt2-large
teargas is a weapon.,teargas,weapon,28,-38.51206922531128,-4.81400865316391,774031360,gpt2-large
a missile is a weapon.,missile,weapon,29,-34.92449140548706,-4.989213057926723,774031360,gpt2-large
a whip is a weapon.,whip,weapon,30,-35.237398624420166,-5.033914089202881,774031360,gpt2-large
an ice pick is a weapon.,ice pick,weapon,31,-37.96994400024414,-4.746243000030518,774031360,gpt2-large
a hatchet is a weapon.,hatchet,weapon,32,-34.26584768295288,-4.28323096036911,774031360,gpt2-large
a slingshot is a weapon.,slingshot,weapon,33,-36.95425319671631,-4.106028132968479,774031360,gpt2-large
a fist is a weapon.,fist,weapon,34,-35.49617147445679,-5.070881639208112,774031360,gpt2-large
an axe is a weapon.,axe,weapon,35,-33.071659564971924,-4.724522794995989,774031360,gpt2-large
a bow is a weapon.,bow,weapon,36,-33.567503452301025,-4.795357636043003,774031360,gpt2-large
a razor is a weapon.,razor,weapon,37,-36.27727031707764,-5.182467188153948,774031360,gpt2-large
a razor blade is a weapon.,razor blade,weapon,38,-36.942519664764404,-4.6178149580955505,774031360,gpt2-large
a rocket is a weapon.,rocket,weapon,39,-35.567737102508545,-5.081105300358364,774031360,gpt2-large
a judo is a weapon.,judo,weapon,40,-42.22325658798218,-5.277907073497772,774031360,gpt2-large
a stick is a weapon.,stick,weapon,41,-33.88796424865723,-4.841137749808175,774031360,gpt2-large
a poison is a weapon.,poison,weapon,42,-36.00477123260498,-5.143538747514997,774031360,gpt2-large
a rock is a weapon.,rock,weapon,43,-38.259653091430664,-5.465664727347238,774031360,gpt2-large
a stone is a weapon.,stone,weapon,44,-36.18237590789795,-5.168910843985421,774031360,gpt2-large
gas is a weapon.,gas,weapon,45,-37.204482078552246,-6.200747013092041,774031360,gpt2-large
a chain is a weapon.,chain,weapon,46,-38.63076734542847,-5.518681049346924,774031360,gpt2-large
a scissors is a weapon.,scissors,weapon,47,-39.46093702316284,-5.637276717594692,774031360,gpt2-large
a brick is a weapon.,bricks,weapon,48,-39.00832939147949,-5.57261848449707,774031360,gpt2-large
a pitchfork is a weapon.,pitchfork,weapon,49,-35.02065134048462,-4.377581417560577,774031360,gpt2-large
a hammer is a weapon.,hammer,weapon,50,-33.26050281524658,-4.751500402178083,774031360,gpt2-large
words are weapons.,word,weapon,51,-37.50183343887329,-7.500366687774658,774031360,gpt2-large
hands are weapons.,hand,weapon,52,-38.31018018722534,-7.662036037445068,774031360,gpt2-large
a pipe is a weapon.,pipe,weapon,53,-37.377540588378906,-5.3396486554827005,774031360,gpt2-large
a rope is a weapon.,rope,weapon,54,-37.85867166519165,-5.40838166645595,774031360,gpt2-large
an airplane is a weapon.,airplane,weapon,55,-37.20956563949585,-5.315652234213693,774031360,gpt2-large
feet are weapons.,foot,weapon,56,-39.84724998474121,-7.969449996948242,774031360,gpt2-large
